employer,employer_rating,sector,industry,employer_founded,employer_revenue,job_title,location,min_salary,max_salary,average_base_salary,estimator
Integrated Intel Solutions,3.5,,,,Unknown / Non-Applicable,Data Scientist - Star 1978 Position 39813,"Reston, VA",72000.0,99000.0,84545.0,Glassdoor
Outlier,2.7,Personal Consumer Services,Beauty & Wellness,,$1 to $5 million (USD),"Data Scientists - AI Training (Remote Work, Contract)",Remote,78720.0,105600.0,92160.0,Employer
Ancore,1.0,,,,$1 to $5 million (USD),Senior Data Scientist,"Brentwood, TN",113000.0,144000.0,127400.0,Glassdoor
Infoway solutions LLC,3.7,Human Resources & Staffing,Staffing & Subcontracting,,Unknown / Non-Applicable,Sr Data Scientist - Store Inventory,"Mooresville, NC",73000.0,116000.0,94596.0,Employer
Elder Research Inc,4.4,Management & Consulting,Business Consulting,1995.0,$5 to $25 million (USD),Data Scientist,"Arlington, VA",97000.0,130000.0,112271.0,Glassdoor
California Air Resources Board,4.0,Government & Public Administration,State & Regional Agencies,1968.0,$100 to $500 million (USD),Air Quality Data Scientist,"Sacramento, CA",,,,
Asana,4.2,Information Technology,Enterprise Software & Network Solutions,2008.0,Unknown / Non-Applicable,"Data Scientist, Marketing","San Francisco, CA",171000.0,258000.0,214500.0,Employer
Beyondsoft Consulting,3.3,Information Technology,Information Technology Support Services,2004.0,$25 to $100 million (USD),Data Scientist,"Redmond, WA",111360.0,119040.0,115200.0,Employer
GM Financial,3.8,Financial Services,Banking & Lending,1992.0,$5 to $10 billion (USD),SVP Data Science,"Fort Worth, TX",122000.0,165000.0,141619.0,Glassdoor
WebstaurantStore,4.0,Retail & Wholesale,Other Retail Stores,2004.0,$500 million to $1 billion (USD),Data Scientist,"Lititz, PA",82000.0,121000.0,99839.0,Glassdoor
Pinterest,3.9,Information Technology,Internet & Web Services,2010.0,$100 to $500 million (USD),"Staff Data Scientist, Ecosystem","San Francisco, CA",178000.0,233000.0,203483.0,Glassdoor
ChampionX,3.7,"Energy, Mining & Utilities",Energy & Utilities,2020.0,$1 to $5 billion (USD),Airborne Data Scientist,"Boulder, CO",85000.0,95000.0,90000.0,Employer
Meridiansoft INC,3.5,,,,,DATA Science/ Data Scientist,"Phoenix, AZ",57600.0,86822.4,72211.20000000001,Employer
Sweetwater Sound,3.6,Retail & Wholesale,Media & Entertainment Stores,1979.0,$500 million to $1 billion (USD),Data Scientist - Marketing,"Fort Wayne, IN",83000.0,129000.0,103702.0,Glassdoor
Bunge,4.0,Manufacturing,Food & Beverage Manufacturing,,$10+ billion (USD),Principal Data Scientist,"Chesterfield, MO",99000.0,145000.0,120001.0,Glassdoor
INFOMATICS INC.,4.2,Information Technology,Information Technology Support Services,1998.0,$5 to $25 million (USD),Data Scientist,"Greenville, SC",120960.0,128640.0,124800.0,Employer
Tech Impact,4.1,Information Technology,Information Technology Support Services,2003.0,$5 to $25 million (USD),Data Scientist 1 Year Fellowship - Delaware,"Wilmington, DE",70000.0,70000.0,70000.0,Employer
Babylist,4.3,Retail & Wholesale,Other Retail Stores,2011.0,Unknown / Non-Applicable,"Senior Data Scientist, Fulfillment & Operations",Remote,160000.0,199000.0,179829.0,Employer
Online Commerce Group (OCG),4.2,Manufacturing,Consumer Product Manufacturing,,Unknown / Non-Applicable,Data Scientist - Generative AI,"Montgomery, AL",78000.0,124000.0,98352.0,Glassdoor
Airbnb,4.3,Information Technology,Internet & Web Services,2008.0,Unknown / Non-Applicable,"Senior Data Scientist - Algorithms, Marketing Technology (12 - 18 Month Contract)",Remote,268800.0,288000.0,278400.0,Employer
Massachusetts Bay Transportation Authority,3.8,Government & Public Administration,State & Regional Agencies,,$1 to $5 billion (USD),Senior Data Analyst,"Boston, MA",101000.0,101000.0,101000.0,Employer
Amazon.com Services LLC,3.7,Information Technology,Internet & Web Services,1994.0,$10+ billion (USD),"Data Scientist, WSAT","Austin, TX",112000.0,112000.0,111600.0,Employer
E Source,3.3,"Energy, Mining & Utilities",Energy & Utilities,1987.0,Unknown / Non-Applicable,Senior Data Scientist - REMOTE,Remote,103000.0,157000.0,129600.0,Employer
Amazon Data Services Inc.,3.7,Information Technology,Internet & Web Services,1994.0,$10+ billion (USD),"Data Engineer, Infrastructure Science","Seattle, WA",81000.0,81000.0,81000.0,Employer
Genpact,3.9,Information Technology,Information Technology Support Services,1997.0,$1 to $5 billion (USD),Consultant - Data Scientist,"Alpharetta, GA",92000.0,125000.0,107096.0,Glassdoor
ICON plc,3.8,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,1990.0,$1 to $5 billion (USD),Senior Media Analytics Data Scientist,"Blue Bell, PA",84000.0,121000.0,100799.0,Glassdoor
Boston Children's Hospital,3.9,Healthcare,Health Care Services & Hospitals,1869.0,Unknown / Non-Applicable,Natural Language Processing Research Assistant,"Boston, MA",48000.0,66000.0,56350.0,Glassdoor
Radian,4.1,Insurance,Insurance Carriers,1977.0,$1 to $5 billion (USD),Data Scientist II - Hybrid,"New York, NY",95000.0,136000.0,115350.0,Employer
Hashmap,3.9,Information Technology,Information Technology Support Services,1967.0,$10+ billion (USD),Sr. Data Scientist,"Plano, TX",142000.0,236000.0,189100.0,Employer
Yale University,4.2,Education,Colleges & Universities,1701.0,$1 to $5 billion (USD),Data Scientist,"New Haven, CT",88000.0,128000.0,105822.0,Glassdoor
HTN Wireless,4.0,Management & Consulting,Business Consulting,,$1 to $5 million (USD),Data Scientist,"Laguna Hills, CA",106000.0,189000.0,141912.0,Glassdoor
Western New Mexico University,3.2,Education,Colleges & Universities,,Less than $1 million (USD),Data Scientist,"Silver City, NM",80000.0,80000.0,79560.0,Employer
Baylor College of Medicine,3.7,Education,Colleges & Universities,1900.0,$1 to $5 billion (USD),Data Scientist (Qualitative),"Houston, TX",78000.0,106000.0,91234.0,Glassdoor
Old Republic Professional,3.2,Insurance,Insurance Carriers,1887.0,Unknown / Non-Applicable,"Data Scientist вЂ“ Chicago, IL (Downtown)","Chicago, IL",71000.0,120000.0,92264.0,Glassdoor
Apple,4.2,Information Technology,Computer Hardware Development,1976.0,$10+ billion (USD),"Data Scientist, Software Programs","Cupertino, CA",132000.0,242000.0,186900.0,Employer
The Florida Panthers,3.7,"Arts, Entertainment & Recreation",Sports & Recreation,1993.0,$1 to $5 million (USD),HOCKEY DATA SCIENTIST,"Sunrise, FL",63000.0,94000.0,77063.0,Glassdoor
Tractor Supply Company,3.6,Retail & Wholesale,Home Furniture & Housewares Stores,1938.0,$10+ billion (USD),"Data Scientist, Marketing","Brentwood, TN",105000.0,152000.0,126273.0,Glassdoor
Latitude AI,4.8,,,,Unknown / Non-Applicable,"Staff Data Scientist, (Python, SQL) Autonomy Analytics","Palo Alto, CA",129000.0,177000.0,151062.0,Glassdoor
New York City Council,4.0,Government & Public Administration,Municipal Agencies,,Unknown / Non-Applicable,Data Scientist,"New York, NY",75000.0,85000.0,80000.0,Employer
Ehub Global solution,3.9,,,,Unknown / Non-Applicable,Data Scientist,"Austin, TX",55603.200000000004,106137.59999999999,80870.4,Employer
HITACHI GLOBAL AIR POWER US LLC,3.3,,,,Unknown / Non-Applicable,"Data Scientist, Aftermarket","Chicago, IL",85000.0,117000.0,100130.0,Glassdoor
Retro,4.2,,,,Unknown / Non-Applicable,Machine Learning Scientist,"Redwood City, CA",170000.0,230000.0,200000.0,Employer
Owner,2.9,Information Technology,Software Development,,Unknown / Non-Applicable,"Data Scientist, Business Operations",Remote,120000.0,160000.0,140000.0,Employer
Eurofins,3.2,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,1987.0,$5 to $10 billion (USD),"Associate Scientist, Data Review","Columbia, MO",38400.0,38400.0,38400.0,Employer
MIT Lincoln Laboratory,4.4,Aerospace & Defense,Aerospace & Defense,1951.0,Unknown / Non-Applicable,Software Engineer and Data Scientist,"Lexington, MA",110000.0,166000.0,134881.0,Glassdoor
Hadrian,4.1,,,,$5 to $25 million (USD),Data Scientist,"Los Angeles, CA",150000.0,270000.0,210000.0,Employer
Harlem Children's Zone,3.0,Nonprofit & NGO,Civic & Social Services,1970.0,$100 to $500 million (USD),Data Science Analyst,"New York, NY",70000.0,75000.0,72500.0,Employer
SAP,4.3,Information Technology,Enterprise Software & Network Solutions,1972.0,$10+ billion (USD),Expert AI/ML Data Scientist - Generative AI,"Palo Alto, CA",129000.0,192000.0,157252.0,Glassdoor
Qbtech,4.3,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,,Unknown / Non-Applicable,Lead Data Scientist (Fulltime),Remote,120000.0,120000.0,120000.0,Employer
BlueHalo,4.3,Aerospace & Defense,Aerospace & Defense,2019.0,Unknown / Non-Applicable,Data Scientist,"Annapolis Junction, MD",96000.0,136000.0,114433.0,Glassdoor
US Food and Drug Administration,4.1,Government & Public Administration,National Agencies,1936.0,$10+ billion (USD),Data Scientist,"Silver Spring, MD",99000.0,153000.0,126277.0,Employer
tellus solutions,4.0,Information Technology,Information Technology Support Services,2006.0,$5 to $25 million (USD),Data Scientist II- ML/DM,"North Chicago, IL",115200.0,119884.79999999999,117542.40000000001,Employer
Hunter Engineering Company,4.2,Manufacturing,Machinery Manufacturing,1946.0,$500 million to $1 billion (USD),Data Science Co-Op,"Bridgeton, MO",81000.0,116000.0,97270.0,Glassdoor
Cohere,4.5,Media & Communication,Advertising & Public Relations,,Unknown / Non-Applicable,Data Annotation - Safety tasks / Content Moderation,"Nashville, TN",44000.0,75000.0,57601.0,Glassdoor
ICF,3.7,Management & Consulting,Business Consulting,1969.0,$1 to $5 billion (USD),Senior Data Scientist,"Reston, VA",96000.0,163000.0,129298.0,Employer
TikTok,3.4,Information Technology,Internet & Web Services,2016.0,Unknown / Non-Applicable,"Data Scientist, Global Monetization Strategy & Analytics","San Jose, CA",176000.0,395000.0,285500.0,Employer
Eiden Systems,4.9,Information Technology,Information Technology Support Services,,$5 to $25 million (USD),Data Scientist,"Springfield, VA",101000.0,141000.0,119272.0,Glassdoor
Connect Staffing and Consulting,4.4,Human Resources & Staffing,Staffing & Subcontracting,,Unknown / Non-Applicable,?DATA SCIENTIST/SR AI ENGINEER,"Blank, MD",160000.0,250000.0,205000.0,Employer
Teladoc Health,3.5,Healthcare,Health Care Services & Hospitals,2002.0,$1 to $5 billion (USD),Clinical Data Scientist II (JR16335),"Purchase, NY",108000.0,136000.0,122153.0,Employer
CO,4.2,,,,,Data Analytics Specialist/Clinical Data Scientist(W2only),"Hillsboro, OR",80640.0,86400.0,83520.0,Employer
Quick Services LLC,4.4,Aerospace & Defense,Aerospace & Defense,2003.0,$5 to $25 million (USD),Data Scientist,"Hurlburt Fld, FL",80000.0,120000.0,98400.0,Glassdoor
Signature Science LLC,3.5,Management & Consulting,Business Consulting,,$25 to $100 million (USD),Data Scientist,"Austin, TX",91000.0,122000.0,105167.0,Glassdoor
Intuit,4.4,Information Technology,Software Development,1983.0,$10+ billion (USD),Staff Data Scientist,"Atlanta, GA",139000.0,182000.0,158990.0,Glassdoor
Z Supply Inc.,3.6,Manufacturing,Consumer Product Manufacturing,2013.0,Unknown / Non-Applicable,ECOMMERCE DATA SCIENTIST,"Costa Mesa, CA",90000.0,150000.0,120000.0,Employer
LifeLens Technologies Inc.,1.0,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,2014.0,Unknown / Non-Applicable,Senior Data Visualization/Data Analyst Specialist,"Ivyland, PA",75000.0,111000.0,91587.0,Glassdoor
Meta,3.9,Information Technology,Internet & Web Services,2004.0,$10+ billion (USD),Decision Scientist - Metaverse,"Menlo Park, CA",133000.0,185000.0,159000.0,Employer
iHeartMedia Inc.,3.2,Media & Communication,Broadcast Media,1972.0,$5 to $10 billion (USD),"Data Scientist, Growth Marketing","New York, NY",104000.0,130000.0,117000.0,Employer
Honeywell,4.0,Information Technology,Computer Hardware Development,1885.0,$10+ billion (USD),Advanced Data Scientist,"Atlanta, GA",106000.0,138000.0,121016.0,Glassdoor
Meta,3.9,Information Technology,Internet & Web Services,2004.0,$10+ billion (USD),"Data Engineer, Analytics","New York, NY",97000.0,134000.0,115495.0,Employer
Royal Caribbean Group,3.9,Hotels & Travel Accommodation,Hotels & Resorts,1968.0,$5 to $10 billion (USD),Data Scientist,"Miami, FL",84000.0,143000.0,109633.0,Glassdoor
Molex,3.7,Information Technology,Enterprise Software & Network Solutions,1938.0,$1 to $5 billion (USD),Senior Data Scientist,"Fremont, CA",130000.0,200000.0,165000.0,Employer
California Institute of Technology,4.3,Education,Colleges & Universities,1891.0,$100 to $500 million (USD),Astronomical Data Scientist,"Pasadena, CA",87000.0,132000.0,106930.0,Glassdoor
Logistics Management Institute,4.2,Management & Consulting,Business Consulting,1961.0,$100 to $500 million (USD),Full Performance Data Analyst/Scientist,"McLean, VA",107000.0,155000.0,128855.0,Glassdoor
Cohu Inc.,3.4,Manufacturing,Electronics Manufacturing,1947.0,$100 to $500 million (USD),Data Scientist,"Poway, CA",81000.0,118000.0,97442.0,Glassdoor
Spalding Consulting Inc.,4.0,Aerospace & Defense,Aerospace & Defense,2001.0,$25 to $100 million (USD),Data Scientist,"Lexington Park, MD",97000.0,134000.0,113962.0,Glassdoor
Movable Ink,3.9,Information Technology,Software Development,2010.0,$100 to $500 million (USD),"Lead Data Scientist, Personalization Analytics",Remote,190000.0,215000.0,202500.0,Employer
Bayer,3.9,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,1863.0,$10+ billion (USD),Planning Data Scientist,"Chesterfield, MO",85000.0,113000.0,97814.0,Glassdoor
Adobe,4.3,Information Technology,Computer Hardware Development,1982.0,$10+ billion (USD),Machine Learning Engineer/ Data Scientist,"San Jose, CA",135000.0,251000.0,193050.0,Employer
Project Management Institute,3.7,Management & Consulting,Membership Organizations,1969.0,Unknown / Non-Applicable,Data Scientist I,United States,115000.0,140000.0,127500.0,Employer
Carta,3.6,Financial Services,Investment & Asset Management,2012.0,Unknown / Non-Applicable,Senior Data Scientist,"San Francisco, CA",157000.0,197000.0,176035.0,Glassdoor
3G HR SERVICES,5.0,,,,,Data Scientist,"Dulles, VA",800000.0,900000.0,850000.0,Employer
Garud Technology Services,3.0,Information Technology,Information Technology Support Services,,Unknown / Non-Applicable,Senior Data Scientist,"Washington, DC",121000.0,161000.0,139505.0,Glassdoor
JPMorgan Chase & Co,4.0,Financial Services,Banking & Lending,1799.0,$10+ billion (USD),Lead Security Engineer - Data Scientist,"Wilmington, DE",96000.0,137000.0,114298.0,Glassdoor
Stanford Health Care,4.0,Healthcare,Health Care Services & Hospitals,1957.0,$1 to $5 billion (USD),Biomedical Informatics Data Scientist,"Redwood City, CA",95347.2,126336.0,110841.59999999999,Employer
bioMerieux SA,4.0,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,1963.0,$1 to $5 billion (USD),Data Science Co-op,"Hazelwood, MO",85000.0,119000.0,100853.0,Glassdoor
Axiom Consultants Inc.,3.7,,,,Unknown / Non-Applicable,Hurricane Data Assimilation Scientist,"College Park, MD",66000.0,94000.0,78862.0,Glassdoor
The Travelers Companies Inc.,4.1,Insurance,Insurance Carriers,1853.0,$10+ billion (USD),Sr. Associate Data Scientist,"Hartford, CT",108000.0,178000.0,142550.0,Employer
BlueLabs Analytics Inc.,4.3,Management & Consulting,Business Consulting,2013.0,Unknown / Non-Applicable,Lead Data Scientist,Remote,105000.0,120000.0,112500.0,Employer
Plaid,4.1,Information Technology,Enterprise Software & Network Solutions,2012.0,Unknown / Non-Applicable,Experienced Data Scientist - Risk,"San Francisco, CA",173000.0,281000.0,226800.0,Employer
Seattle Public Schools,3.2,Education,Preschools & Child Care Services,,$500 million to $1 billion (USD),Data Scientist,"Seattle, WA",93000.0,120000.0,106642.0,Employer
Little Caesars/Blue Line Distribution,3.4,Restaurants & Food Service,Restaurants & Cafes,1959.0,Unknown / Non-Applicable,Data Scientist,"Detroit, MI",78000.0,113000.0,94082.0,Glassdoor
Apple,4.2,Information Technology,Computer Hardware Development,1976.0,$10+ billion (USD),Data Scientist,"Austin, TX",116000.0,162000.0,137011.0,Glassdoor
Anyar Inc.,4.0,Healthcare,Health Care Services & Hospitals,,$1 to $5 million (USD),Data Scientist/Statistical Analyst,"Fort Walton Beach, FL",69000.0,107000.0,85517.0,Glassdoor
Indeed,4.2,Information Technology,Internet & Web Services,2004.0,$1 to $5 billion (USD),Senior Data Scientist - Ranking Science,Remote,139000.0,201000.0,170000.0,Employer
SWJ TECHNOLOGY LLC,3.7,Management & Consulting,Business Consulting,,Unknown / Non-Applicable,Data Scientist,"Greer, SC",84000.0,116000.0,98796.0,Glassdoor
Romph & Pou Agency,3.7,Media & Communication,Advertising & Public Relations,1981.0,Unknown / Non-Applicable,Data Scientist,"Shreveport, LA",77000.0,122000.0,96980.0,Glassdoor
ADNET Systems Inc.,3.8,Information Technology,Information Technology Support Services,1990.0,$25 to $100 million (USD),HP083 Data Curation Scientist,"Greenbelt, MD",70000.0,80000.0,75000.0,Employer
Founding Teams,3.7,,,,,Lead AI / ML / Data Science Engineer - USA,Remote,150000.0,300000.0,225000.0,Employer
Amazon Web Services Inc.,3.8,Information Technology,Internet & Web Services,2006.0,$10+ billion (USD),"Data Scientist, ProServe GenAI","Santa Clara, CA",112000.0,112000.0,111600.0,Employer
Discount Tire,3.9,Retail & Wholesale,Automotive Parts & Accessories Stores,1960.0,$1 to $5 billion (USD),Sr Data Scientist,"Scottsdale, AZ",107000.0,146000.0,124742.0,Glassdoor
Gartner,4.1,Management & Consulting,Business Consulting,1979.0,$1 to $5 billion (USD),"Associate Data Scientist/Data Scientist, Business Analytics (MasterвЂ™s Degree вЂ“ Grad Date: December 2023 вЂ“ May 2024)","Irving, TX",96000.0,131000.0,113250.0,Employer
Citizens,3.6,Financial Services,Banking & Lending,1828.0,$5 to $10 billion (USD),Sr Data Scientist- Generative AI,"Westwood, MA",116000.0,156000.0,134169.0,Glassdoor
Atlassian,4.0,Information Technology,Software Development,2002.0,Unknown / Non-Applicable,"Senior Data Scientist, Cloud Operations Products","Austin, TX",120000.0,167000.0,141718.0,Glassdoor
Eon,4.1,Healthcare,Health Care Services & Hospitals,2015.0,Unknown / Non-Applicable,Senior Data Scientist (with experience in NLP in Healthcare),Remote,152000.0,172000.0,162000.0,Employer
